facility_id_cphl,Facility_CPHL,Level,Hub,DHIS2_Facility_Sync,Level_DHIS2,Facility_uid,Coordinates_DHIS2,Ownership_DHIS2,Authority_DHIS2,Subcounty_DHIS2,Subcounty_uid,District_CPHL,District_DHIS2,District_uid,Region_CPHL,Region_DHIS2,Region_uid
,Orwamuge HC III,HC II,Gulu Hub,Orwamuge HC III,HC III,pZhYWxNWH94,"[33.627871,2.522805]",Government,MOH,Lotuke Subcounty,NREoMszwQZW,Abim,Abim District,NREoMszwQZW,North East,Northern Region,pz9Uu65Irbg
,Osukuru HC III,HC III,Kitgum Hub,Osukuru HC III,HC III,z5H8YZiBOtr,"[34.14714,0.66722]",Government,MOH,Osukuru Subcounty,KhT80mlwJ3Y,Tororo,Tororo District,KhT80mlwJ3Y,Mid Eastern,Eastern Region,adZ6T35ve4h
,Otombari HC III,HC IV,Lira Hub,Otumbari St. Lawrence HC III,HC III,lh4zqCHzHIM,"[31.14894,3.26576]",Private Not For Profit,UCMB,Odupi Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
,Otong HC II,HC III,Amuria Hub,Otong HC II,HC II,a2a7qNyJg9j,"[32.19584,3.02039]",Government,MOH,Pabbo Subcounty,C0RSe3EWBqU,Amuru,Amuru District,C0RSe3EWBqU,Mid Northern,Northern Region,pz9Uu65Irbg
,Otuboi HC III,HC III,Nebbi Hub,Otuboi CoU HC II,HC II,xRGI9XPpYLG,0,Private Not For Profit,UPMB,Otuboi Subcounty,QoRZB7xc3j9,Kaberamaido,Kaberamaido District,QoRZB7xc3j9,North East,Eastern Region,adZ6T35ve4h
,Otumbari HC III,HC III,Abim Hub,Otumbari St. Lawrence HC III,HC III,lh4zqCHzHIM,"[31.14894,3.26576]",Private Not For Profit,UCMB,Odupi Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
,Otwal HC III,HC III,Tororo Hub,Otwal HC III,HC III,taeUtmBHKTF,"[32.71177,2.50397]",Government,MOH,Otwal Subcounty,xpIFdCMhVHG,Oyam,Oyam District,xpIFdCMhVHG,Mid Northern,Northern Region,pz9Uu65Irbg
,Otwee HC III,HC III,Arua Hub,Otwee HC III,HC III,rnSuCabTqe3,"[31.85948,2.80572]",Government,MOH,Amuru Town Council,C0RSe3EWBqU,Amuru,Amuru District,C0RSe3EWBqU,Mid Northern,Northern Region,pz9Uu65Irbg
,Our Lady  of Lourdes HC III (Nakasongola),HC II,Atiak Hub,Our Lady Nakasongola HC III,HC III,FWFO4gWgFSk,"[32.461742,1.309801]",Private Not For Profit,UCMB,Nakasongola Subcounty,aUcYGQCK9ub,Nakasongola,Nakasongola District,aUcYGQCK9ub,Central 2,Central Region,VA90IqaI4Ji
,Our Lady Of Maria Assumpta,HC III,Kaberamaido Hub,MARIA ASSUMPTA HC III,HC III,F3r8Fr87Bnx,"[31.99417,0.12088]",Private Not For Profit,UCMB,Bulo Subcounty,a3LMKP8z8Xj,Butambala,Butambala District,a3LMKP8z8Xj,Central 1,Central Region,VA90IqaI4Ji
,Outreach (URA),HC III,Arua Hub,,,,,,,,,Kampala,,,Kampala,,
,Outreach Africana,HC III,Aber Hub,,,,,,,,,Kampala,,,Kampala,,
,Outreach Bundibugyo,HC III,Atiak Hub,,,,,,,,,Bundibugyo,,,Mid Western,,
,Outreach Burambagira PS,HC III,Nakasongola Hub,,,,,,,,,Bundibugyo,,,Mid Western,,
,Outreach Excell,Special Clinic,Gombe Hub,,,,,,,,,Luweero,,,Central 2,,
,OutReach Kitwe Town School,Special Clinic,Kampala Hub,,,,,,,,,Ntungamo,,,South Western,,
,Outreach Lugogo Grounds,Special Clinic,Self Pick,,,,,,,,,Kampala,,,Kampala,,
,Outreach Luuka,Special Clinic,Bundibugyo Hub,,,,,,,,,Luuka,,,East Central,,
,Outreach Makerere,Clinic,Bundibugyo Hub,,,,,,,,,Kampala,,,Kampala,,
,Outreach Mother Care Primary School,Special Clinic,Luwero Hub,,,,,,,,,Ntungamo,,,South Western,,
,Outreach Mulago,Clinic,Itojo Hub,,,,,,,,,Kampala,,,Kampala,,
,Outreach Ndeeba,Special Clinic,Kampala Hub,,,,,,,,,Kampala,,,Kampala,,
,Outreach Parliament,Special Clinic,Iganga Hub,,,,,,,,,Kampala,,,Kampala,,
,Outreach Tororo,Special Clinic,Kampala Hub,,,,,,,,,Tororo,,,Mid Eastern,,
,Outreach Uganda Meseum,Clinic,Itojo Hub,,,,,,,,,Kampala,,,Kampala,,
,Outreach Wakiso,Special Clinic,Kampala Hub,,,,,,,,,Wakiso,,,Central 1,,
,Ovujo HC III,Special Clinic,Kampala Hub,Ovujo HC III,HC III,NzNtDRq3o75,"[30.91199,3.23111]",Government,MOH,Oluffe Subcounty,WyR8Eetj7Uw,Maracha Terego,Maracha District,WyR8Eetj7Uw,West Nile,Northern Region,pz9Uu65Irbg
,Owek Lakim HC III,Special Clinic,Kampala Hub,,,,,,,,,Amuru,,,Mid Northern,,
,Owiny HC II,Special Clinic,Tororo Hub,Owiny HC II,HC II,RODBUPIK6Qc,"[32.93897,1.92556]",Government,MOH,Nambieso Subcounty,JyZJhGXKeEq,Apac,Apac District,JyZJhGXKeEq,Mid Northern,Northern Region,pz9Uu65Irbg
,Pabbo HC III (Amuru Govt),Special Clinic,Kampala Hub,Pabbo (Govt) HC III,HC III,rYNfPnt4Wko,"[32.14462,3.01068]",Government,MOH,Pabbo Subcounty,C0RSe3EWBqU,Amuru,Amuru District,C0RSe3EWBqU,Mid Northern,Northern Region,pz9Uu65Irbg
,Pabwo HC III (Gulu),Special Clinic,Kampala Hub,Pabwo HC III,HC III,WleyUUQfJK6,"[32.21666,2.84431]",Government,MOH,Bungatira Subcounty,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Pacilo HC II,HC III,Arua Hub,Pacilo HC II,HC II,awjedeMiWo3,"[32.10549,3.32422]",Government,MOH,Attiak Subcounty,C0RSe3EWBqU,Amuru,Amuru District,C0RSe3EWBqU,Mid Northern,Northern Region,pz9Uu65Irbg
,Pader HC III,HC III,Atiak Hub,Pader HC III,HC III,EsyH7yKQHiP,"[33.087253,2.861683]",Government,MOH,Pader Town Council,aBrjuZk0W31,Pader,Pader District,aBrjuZk0W31,Mid Northern,Northern Region,pz9Uu65Irbg
,Padibe HC IV,HC II,Apac Hub ,Padibe HC IV,HC IV,H026HbOAZFN,"[32.827148,3.475195]",Government,MOH,Padibe Town Council,xy0M4HhjXtD,Lamwo,Lamwo District,xy0M4HhjXtD,Mid Northern,Northern Region,pz9Uu65Irbg
,Padibe West HC III,HC III,Atiak Hub,Padibe West HC III,HC III,K74ysFimUwH,"[32.81643,3.4872]",Government,MOH,Padibe West Subcounty,xy0M4HhjXtD,Lamwo,Lamwo District,xy0M4HhjXtD,Mid Northern,Northern Region,pz9Uu65Irbg
,Padre Pio HC III,HC III,Gulu Hub,Padre Pio HC III,HC III,XuummkDfiEK,"[30.45500,0.189780]",Private Not For Profit,UCMB,Kamwenge Town council,uCVQXAdKqL9,Kamwenge,Kamwenge District,uCVQXAdKqL9,Mid Western,Western Region,auJdpeHbeet
,Padwot Midyere HC III,HC II,Atiak Hub,Padwot Midyere HC III,HC III,eKAZwpYo3r5,"[31.25421,2.59031]",Private Not For Profit,UPMB,Kucwiny Subcounty,Xjc0LDFa5gW,Nebbi,Nebbi District,Xjc0LDFa5gW,West Nile,Northern Region,pz9Uu65Irbg
,PAG HC IV,HC III,Pajule Hub ,PAG Mission HC IV,HC IV,BTQIO9sgvpP,"[32.89773,2.23864]",Private Not For Profit,UPMB,Lira Central Division,Lj8t70RYnEt,Lira,Lira District,Lj8t70RYnEt,Mid Northern,Northern Region,pz9Uu65Irbg
,Paibona HC II,HC IV,Madi Opei Hub,Paibona HC II,HC II,gtVTKwveKEE,"[32.45317,3.02104]",Government,MOH,Awach Subcounty,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Paicho HC II,HC III,Madi Opei Hub,,,,,,,,,Gulu,,,Mid Northern,,
,Paidha HC III,HC III,Rukunyu Hub ,Paidha HC III,HC III,P1F2OCX6d3t,"[30.981190,2.41637]",Government,MOH,Paidha Town Council,A4aGXEfdb8P,Zombo,Zombo District,A4aGXEfdb8P,West Nile,Northern Region,pz9Uu65Irbg
,Paimol HC III,HC III,Nebbi Hub,Paimol HC III,HC III,RM8vegpr7j7,"[33.43471,3.131651]",Government,MOH,Paimol Subcounty,ztIyIYAzFKp,Agago,Agago District,ztIyIYAzFKp,Mid Northern,Northern Region,pz9Uu65Irbg
,Pajimo HC III,HC IV,Lira Hub,Pajimo HC III,HC III,f33lKK2tJNV,"[32.80113,3.32746]",Government,MOH,Labongo Akwang Subcounty,pnTVIF5v27r,Kitgum,Kitgum District,pnTVIF5v27r,Mid Northern,Northern Region,pz9Uu65Irbg
,Pajimo Military HC III,HC II,Gulu Hub,Pajimo Military HC II,HC II,QpXYf9Wb3CQ,0,0,Army,Labongo Akwang Subcounty,pnTVIF5v27r,Kitgum,Kitgum District,pnTVIF5v27r,Mid Northern,Northern Region,pz9Uu65Irbg
,Pajule HC  IV ,HC II,Gulu Hub,Pajule HC IV,HC IV,NiSWW2k1Hqt,"[32.9339,2.97852]",Government,MOH,Pajule Subcounty,aBrjuZk0W31,Pader,Pader District,aBrjuZk0W31,Mid Northern,Northern Region,pz9Uu65Irbg
,Pajulu HC III (Arua),HC III,Warr Hub ,Pajulu HC III,HC III,MHiJvIzpJ05,"[30.8713,3.00032]",Government,MOH,Pajulu Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
,Pakadha HC III,HC III,Kalongo Hub,Pakadha HC III,HC III,M85HoV8pnUM,"[30.91947,2.395094]",Government,MOH,Abanga Subcounty,A4aGXEfdb8P,Zombo,Zombo District,A4aGXEfdb8P,West Nile,Northern Region,pz9Uu65Irbg
,Pakanyi HC III,HC III,Kitgum Hub,Pakanyi HC III,HC III,LyUOH3aGCga,"[31.78195,1.76585]",Government,MOH,Miirya Subcounty,xr8EMirOASp,Masindi ,Masindi District,xr8EMirOASp,Mid Western,Western Region,auJdpeHbeet
,Pakegido HC III,HC III,Kitgum Hub,Pakegido HC III,HC III,aaylU8AkVhF,"[33.15596,1.70693]",Private For Profit,Local Government,Kobulubulu Subcounty,QoRZB7xc3j9,Kaberamaido,Kaberamaido District,QoRZB7xc3j9,North East,Eastern Region,adZ6T35ve4h
,Pakele HC III,HC IV,Pajule Hub ,Pakele HC III,HC III,LhNgo4n9Wi9,"[31.85509,3.35692]",Government,MOH,Pakele Subcounty,QYiQ2KqgCxj,Adjumani,Adjumani District,QYiQ2KqgCxj,West Nile,Northern Region,pz9Uu65Irbg
,Pakia HC III,HC III,Arua Hub,Pakia HC III,HC III,Ea3Z8ofIGDw,"[31.44298,2.52586]",Government,MOH,Panyango Subcounty,Xjc0LDFa5gW,Nebbi,Nebbi District,Xjc0LDFa5gW,West Nile,Northern Region,pz9Uu65Irbg
,Pakinach HC IV,HC III,Warr Hub ,,,,,,,,,Nebbi,,,West Nile,,
,Pakwach HC IV,HC III,Masindi Hub,Pakwach HC IV,HC IV,R11qcaG5pbk,"[31.49679,2.46017]",Government,MOH,Pakwach Town council,Xjc0LDFa5gW,Nebbi,Nebbi District,Xjc0LDFa5gW,West Nile,Northern Region,pz9Uu65Irbg
,Pakwach Mission HC ,HC III,Kaberamaido Hub,Pakwach Mission HC III,HC III,a1DNpYv02JK,"[31.475382,2.472377]",Private Not For Profit,UCMB,Pakwach Town council,Xjc0LDFa5gW,Nebbi,Nebbi District,Xjc0LDFa5gW,West Nile,Northern Region,pz9Uu65Irbg
,Palabek  Gem HC III,HC III,Adjumani Hub,Palabek-Gem HC III,HC III,aNW8E8PWwck,"[32.65234,3.37839]",Government,MOH,Palabek Gem Subcounty,xy0M4HhjXtD,Lamwo,Lamwo District,xy0M4HhjXtD,Mid Northern,Northern Region,pz9Uu65Irbg
,Palabek Ogili HC III,HC III,Nebbi Hub,Palabek Ogili HC III,HC III,lmi2JiLawTV,"[32.49802,3.4096]",Government,MOH,Palabek Ogili Subcounty,xy0M4HhjXtD,Lamwo,Lamwo District,xy0M4HhjXtD,Mid Northern,Northern Region,pz9Uu65Irbg
,Palabek-Kal HC III,HC IV,Nebbi Hub,Palabek-Kal HC III,HC III,VLi163AL9A0,"[32.56768,3.36219]",Government,MOH,Palabek Kal Subcounty,xy0M4HhjXtD,Lamwo,Lamwo District,xy0M4HhjXtD,Mid Northern,Northern Region,pz9Uu65Irbg
,Palam HC II,HC IV,Nebbi Hub,Palam HC III,HC III,KDkEBufisia,"[33.964416,2.007078]",Government,MOH,Palam Sub-County,cSrCFjPKqcG,Katakwi ,Katakwi District,cSrCFjPKqcG,North East,Eastern Region,adZ6T35ve4h
,Palenga HC II,,Nebbi Hub,Palenga HC II,HC II,xxukfjPreUj,"[32.32427,2.62251]",Government,MOH,Bobi Subcounty,S5fvUXgY54J,Gulu,Omoro District,S5fvUXgY54J,Mid Northern,Northern Region,pz9Uu65Irbg
,Pallisa General Hospital ,HC III,Madi Opei Hub,Pallisa HOSPITAL,General Hospital,In3apXiVwke,"[33.711171,1.178446]",Government,MOH,Pallisa Town council,WiVj4bEhX4P,Pallisa,Pallisa District,WiVj4bEhX4P,Mid Eastern,Eastern Region,adZ6T35ve4h
,Pallisa Town Council HC III,HC III,Madi Opei Hub,Pallisa T/C HC III,HC III,DZF9rPxVxuv,"[33.7091,1.16494]",Government,MOH,Pallisa Town council,WiVj4bEhX4P,Pallisa,Pallisa District,WiVj4bEhX4P,Mid Eastern,Eastern Region,adZ6T35ve4h
,Paloga HC III,HC III,Madi Opei Hub,Paloga HC III,HC III,aod4x8edzQu,"[32.94306,3.5952]",Government,MOH,Paloga Subcounty,xy0M4HhjXtD,Lamwo,Lamwo District,xy0M4HhjXtD,Mid Northern,Northern Region,pz9Uu65Irbg
,Palorinya HC III,HC II,Katakwi Hub,Palorinya HC III,HC III,aQnmwOGxGcK,"[31.65511,3.5211]",Government,MOH,Itula Subcounty,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
,Paminya HC III,HC II,Lalogi Hub ,Paminya HC III,HC III,t8rivYmnWIo,"[31.128070,2.43864]",Government,MOH,Atego Sub County,Xjc0LDFa5gW,Nebbi,Nebbi District,Xjc0LDFa5gW,West Nile,Northern Region,pz9Uu65Irbg
,Pangira HC II,Hospital,Pallisa Hub,Pangira HC II,HC II,fnse10SronT,"[32.65297,3.61332]",Government,MOH,Lokung Subcounty,xy0M4HhjXtD,Lamwo,Lamwo District,xy0M4HhjXtD,Mid Northern,Northern Region,pz9Uu65Irbg
,Panyadoli HC III,HC III,Pallisa Hub,Panyadoli HC III,HC III,a3qKoIZXK3t,"[32.16985,1.93998]",Government,MOH,Bweyale Town Council,B0G9cqixld8,Kiryandongo,Kiryandongo District,B0G9cqixld8,Mid Western,Western Region,auJdpeHbeet
,Panyangara HC III,HC III,Madi Opei Hub,Panyangara HC III,HC III,vAJSlVqO7d5,"[34.14094,2.96638]",Government,MOH,Panyangara Subcounty,aPZzL4CyBTg,Kotido,Kotido District,aPZzL4CyBTg,North East,Northern Region,pz9Uu65Irbg
,Panyangasi HC III,HC III,Moyo Hub,Panyangasi/Kidera HC III,HC III,qbOt8Nswoff,"[34.163714,0.73654]",Government,MOH,Rubongi Subcounty,KhT80mlwJ3Y,Tororo,Tororo District,KhT80mlwJ3Y,Mid Eastern,Eastern Region,adZ6T35ve4h
,Panyigoro HC III,HC III,Nebbi Hub,Panyigoro HC III,HC III,S9QduX5GY1K,"[31.43675,2.38558]",Government,MOH,Pakwach Subcounty,Xjc0LDFa5gW,Nebbi,Nebbi District,Xjc0LDFa5gW,West Nile,Northern Region,pz9Uu65Irbg
,Panyimur HC III,HC II,Madi Opei Hub,Panyimur HC III,HC III,YcMgrtcbVpk,"[31.302780,2.26644]",Government,MOH,Panyimur Subcounty,Xjc0LDFa5gW,Nebbi,Nebbi District,Xjc0LDFa5gW,West Nile,Northern Region,pz9Uu65Irbg
,Paraa HC II,HC III,kiryandongo Hub,Paraa HC II NGO,HC II,Unpl3hI2D59,"[31.53780,2.25831]",Private Not For Profit,0,Ngwedo Subcounty,CQTmrrriwOq,Buliisa,Buliisa District,CQTmrrriwOq,Mid Western,Western Region,auJdpeHbeet
,Paragon Hospital,HC III,Kotido Hub,Paragon HOSPITAL Kampala,General Hospital,lbot9vOeQXJ,0,Private For Profit,Local Government,Nakawa Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Parombo HC III,HC III,Tororo Hub,Parombo HC III,HC III,xYbII9uvF5o,"[31.19591,2.30068]",Government,MOH,Parombo Subcounty,Xjc0LDFa5gW,Nebbi,Nebbi District,Xjc0LDFa5gW,West Nile,Northern Region,pz9Uu65Irbg
,Patika HC II,HC III,Nebbi Hub,,,,,,,,,Lamwo,,,Mid Northern,,
,Patiko HC III,HC III,Nebbi Hub,Patiko HC III,HC III,T5RAXrLQCD6,"[32.34285,3.04914]",Government,MOH,Patiko Subcounty,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Patongo HC III,HC II,Buliisa Hub,Patongo HC III,HC IV,oUcwyNtRzrb,"[33.303782,2.778143]",Government,MOH,Patongo Town Council,ztIyIYAzFKp,Agago,Agago District,ztIyIYAzFKp,Mid Northern,Northern Region,pz9Uu65Irbg
,Patuda HC II,Hospital,Kampala Hub,Patuda HC II,HC II,U7bVIR5Teiu,"[32.25959,2.74372]",Government,MOH,Ongako Subcounty,S5fvUXgY54J,Gulu,Omoro District,S5fvUXgY54J,Mid Northern,Northern Region,pz9Uu65Irbg
,Pawel Angany  HC II,HC III,Nebbi Hub,Pawel Angany HC II,HC II,NsNbvtaMOK2,"[32.25199,3.04771]",Government,MOH,Patiko Subcounty,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Pawel HC II,HC II,Madi Opei Hub,Pawel HC II,HC II,mNeUlm3SpRz,"[32.158343,3.151358]",Government,MOH,Attiak Subcounty,C0RSe3EWBqU,Amuru,Amuru District,C0RSe3EWBqU,Mid Northern,Northern Region,pz9Uu65Irbg
,Pawor HC III,HC III,Gulu Hub,Pawor HC III,HC III,b583xiTbJgi,"[31.33793,2.79519]",Government,MOH,Pawor Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
,Paya HC III,HC III,Kalongo Hub,Paya HC III,HC III,SotbYUljYZa,"[33.987083,0.831699]",Government,MOH,Paya Subcounty,KhT80mlwJ3Y,Tororo,Tororo District,KhT80mlwJ3Y,Mid Eastern,Eastern Region,adZ6T35ve4h
,Petta HC III,HC II,Lalogi Hub ,Petta HC III,HC III,ybSnsdFkWFK,"[34.10747,0.78054]",Government,MOH,Petta Subcounty,KhT80mlwJ3Y,Tororo,Tororo District,KhT80mlwJ3Y,Mid Eastern,Eastern Region,adZ6T35ve4h
,PIDC (Baylor-Mulago),HC II,Gulu Hub,Mulago National Hospital-PIDC COE Ward 15 Mulago,Clinic,WuohOAlguVz,0,NGO,Local Government,Mulago NATIONAL REFERAL HOSPITAL COMPLEX,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Pingire HC III,HC II,Atiak Hub,Pingire HC III,HC III,f8m6k3MjPsf,"[33.35955,1.42866]",Government,MOH,Pingire Subcounty,zJfpujxC1kD,Serere,Serere District,zJfpujxC1kD,North East,Eastern Region,adZ6T35ve4h
,Pire HC II,HC III,Rhino Camp Hub ,Pire HC II,HC II,b00m3KfPXQw,"[33.66164,3.51391]",Government,MOH,Lobalangit Subcounty,eOJUW6OGpc7,Kaabong ,Kaabong District,eOJUW6OGpc7,North East,Northern Region,pz9Uu65Irbg
,PMTCT PROGRAM MULAGO HOSPITAL (Kawempe),HC III,Tororo Hub,,,,,,,,,Kampala,,,Kampala,,
,PNC (Baylor-Mulago),HC III,Tororo Hub,Mulago National Hospital- Old Mulago Post Natal Clinic NATIONAL REFERAL HOSPITAL NR,Clinic,mS4KHqXpvDB,0,0,0,Mulago NATIONAL REFERAL HOSPITAL COMPLEX,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Pogo HC II,Special Clinic,Kampala Hub,Pogo HC II,HC II,a5pTJ9dZfZV,"[32.04511,3.2069]",Government,MOH,Pabbo Subcounty,C0RSe3EWBqU,Amuru,Amuru District,C0RSe3EWBqU,Mid Northern,Northern Region,pz9Uu65Irbg
,Pokwero HC III,HC III,Serere Hub,Pokwero HC III,HC III,aBicVbbaQ8B,"[31.41855,2.55816]",Government,MOH,Panyango Subcounty,Xjc0LDFa5gW,Nebbi,Nebbi District,Xjc0LDFa5gW,West Nile,Northern Region,pz9Uu65Irbg
,Porogali HC II,HC II,Kaabong Hub,Porogali HC II,HC II,thLFkOYAEEl,"[32.9217,3.06911]",Government,MOH,Latanya  Subcounty,aBrjuZk0W31,Pader,Pader District,aBrjuZk0W31,Mid Northern,Northern Region,pz9Uu65Irbg
,Posta Uganda,Hospital,Kampala Hub,,,,,,,,,Iganga,,,East Central,,
,Potika HC II,Special Clinic,Kampala Hub,Potika HC II,HC II,a0zKrkhl5M6,"[32.88093,3.72165]",Government,MOH,Agoro Subcounty,xy0M4HhjXtD,Lamwo,Lamwo District,xy0M4HhjXtD,Mid Northern,Northern Region,pz9Uu65Irbg
,Potters Villiage,HC II,Atiak Hub,Potters Village HC III,HC III,FF1Tn1yXAdl,0,Private Not For Profit,0,Kisoro Municipality,aPhSZRinfbg,Kisoro,Kisoro District,aPhSZRinfbg,South Western,Western Region,auJdpeHbeet
,Poyameri HC III,HC III,Nebbi Hub,Poyameri HC III,HC III,GmcwI86bnbe,"[34.05497,0.62696]",Government,MOH,Magola  Subcounty,KhT80mlwJ3Y,Tororo,Tororo District,KhT80mlwJ3Y,Mid Eastern,Eastern Region,adZ6T35ve4h
,Princess Diana HC IV,HC II,Kalongo Hub,Princes Diana HC IV,HC IV,KEJ7kcBumFl,"[33.62114,1.74807]",Government,MOH,Soroti Northern Division,srmGjHrpVE5,Soroti,Soroti District,srmGjHrpVE5,North East,Eastern Region,adZ6T35ve4h
,Pugwinyi HC II,,Kalongo Hub,Pugwinyi HC II,HC II,UgqKAVxjbex,"[32.20739,2.9579]",Government,MOH,Patiko Subcounty,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Pukony HC II,HC II,Madi Opei Hub,Pukony HC II,HC II,EutuLBY58L0,"[32.45998,2.96424]",Government,MOH,Awach Subcounty,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Punena HC III,HC ,Kisoro Hub,Punena HC II,HC II,WKobZy8pNwR,"[32.28608,2.88017]",Government,MOH,Bungatira Subcounty,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Pupukanya HC II,HC III,Tororo Hub,Pupukamuya HC II,HC II,jhtjCBU3lZG,"[33.87726,2.50772]",Government,MOH,Nyakwae Subcounty,NREoMszwQZW,Abim,Abim District,NREoMszwQZW,North East,Northern Region,pz9Uu65Irbg
,Puranga HC III,HC IV,Soroti Hub,Puranga HC III,HC III,flJx2pns0FY,"[32.93993,2.62153]",Government,MOH,Puranga Subcounty,aBrjuZk0W31,Pader,Pader District,aBrjuZk0W31,Mid Northern,Northern Region,pz9Uu65Irbg
,Purongo HC III,HC II,Gulu Hub,Purongo HC III,HC III,fZ4QbeGxt8t,"[31.84063,2.53975]",Government,MOH,Purongo Subcounty,zNgVoDVPYgD,Nwoya,Nwoya District,zNgVoDVPYgD,Mid Northern,Northern Region,pz9Uu65Irbg
,Qudrah Medical Center,HC II,Gulu Hub,Qudrah Medical Clinic,HC III,VQEzkkbWHar,0,Private For Profit,Local Government,Ssisa Subcounty,aIahLLmtvgT,Wakiso,Wakiso District,aIahLLmtvgT,Central 1,Central Region,VA90IqaI4Ji
,Rabachi HC II,HC III,Gulu Hub,Rabach HC II,HC II,H3h7DWBLt08,0,Government,MOH,Sigulu Islands Subcounty,Ut0ysYGEipO,Namayingo,Namayingo District,Ut0ysYGEipO,East Central,Eastern Region,adZ6T35ve4h
,Rackoko HC III,HC II,Abim Hub,Rackoko HC III,HC III,tGCoh0Vsdhj,"[32.94486,2.70503]",Government,0,Awere Subcounty,aBrjuZk0W31,Pader,Pader District,aBrjuZk0W31,Mid Northern,Northern Region,pz9Uu65Irbg
,Rakai Health Sciences Program,HC III,Kalongo Hub,Rakai Health Sciences Program CLINIC,Clinic,aqqJXIn2j84,"[31.62173,-0.538174]",Private Not For Profit,Local Government,Kalisizo Subcounty,P8iz90eiIrW,Rakai,Rakai District,P8iz90eiIrW,Central 1,Central Region,VA90IqaI4Ji
,Rakai Hospital,HC III,Anaka Hub,Rakai Hospital,General Hospital,axNgLDj6B5Q,"[31.40304,-0.71300]",Government,MOH,Rakai Subcounty,P8iz90eiIrW,Rakai,Rakai District,P8iz90eiIrW,Central 1,Central Region,VA90IqaI4Ji
,Rambia HC III,,Entebbe Hub,Rambia HC III (Kabarole),HC III,YeOSUx4rjHy,"[30.14735,0.56562]",Private Not For Profit,Local Government,Katebwa Subcounty,m77oR1YJESj,Kabarole,Kabarole District,m77oR1YJESj,Mid Western,Western Region,auJdpeHbeet
,Rapha HC,HC II,Buyinja Hub,Rapha Medical HC III,HC III,qNEyUa4AQg9,"[31.907799,0.179489]",Private Not For Profit,0,Kyegonza Subcounty,lQj3yMM1lI7,Mpigi,Gomba District,lQj3yMM1lI7,Central 1,Central Region,VA90IqaI4Ji
,Rapha Medical Centre,HC III,Pajule Hub ,Rapha Medical Centre,Clinic,R4Vfx0e7HLy,0,Private For Profit,Local Government,JMC West HSD,aJR2ZxSH7g4,Gomba,Jinja District,aJR2ZxSH7g4,Central 1,Eastern Region,adZ6T35ve4h
,Rapha Medical Centre(Wakiso),Special Clinic,Self Pick,Rapha Medical Center HC III,HC III,m8iIXo1Saga,0,Private For Profit,UPMB,Bussi Subcounty,aIahLLmtvgT,Wakiso,Wakiso District,aIahLLmtvgT,Central 1,Central Region,VA90IqaI4Ji
,Rapha NGO,Hospital,Rakai Hub,Rapha Medical HC III,HC III,qNEyUa4AQg9,"[31.907799,0.179489]",Private Not For Profit,0,Kyegonza Subcounty,lQj3yMM1lI7,Butambala,Gomba District,lQj3yMM1lI7,Central 1,Central Region,VA90IqaI4Ji
,Reachout (  Kinawataka   Site),HC III,FortPortal Hub,Reach Out - Kinawataka CLINIC,Clinic,FzxeAP4YHxC,0,Private Not For Profit,CSO,Nakawa Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Reachout (Banda Site),Clinic,Mpigi Hub ,Reach Out - Banda CLINIC,Clinic,F8jqYgk21HM,0,Private Not For Profit,CSO,Nakawa Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
